InvoiceNo,StockCode,Description,UnitPrice,Quantity,TotalSale,PriceTier,QuantityTier,SaleTier,TotalItemsPerOrder,CustomerID,Country,FullInvoiceDate,InvoiceDay,InvoiceMonth,InvoiceYear,Weekday,InvoiceHour,Season,HolidayFlag,RepeatCustomer
C548460,22425,ENAMEL COLANDER CREAM,4.95,-3,-14.85,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22413,METAL SIGN TAKE IT OR LEAVE IT ,2.95,-6,-17.7,Low,Medium,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22366,DOORMAT AIRMAIL ,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22365,DOORMAT RESPECTABLE HOUSE,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22193,RED DINER WALL CLOCK,8.5,-2,-17,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22192,BLUE DINER WALL CLOCK,8.5,-2,-17,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22191,IVORY DINER WALL CLOCK,8.5,-2,-17,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21908,CHOCOLATE THIS WAY METAL SIGN,2.1,-12,-25.2,Low,Medium,Medium,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21903,MAN FLU METAL SIGN,2.1,-12,-25.2,Low,Medium,Medium,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21877,HOME SWEET HOME MUG,1.25,-12,-15,Low,Medium,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21873,IF YOU CAN'T STAND THE HEAT MUG,1.25,-12,-15,Low,Medium,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21868,POTTING SHED TEA MUG,1.25,-12,-15,Low,Medium,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21745,GAOLERS KEYS DECORATIVE GARDEN ,3.75,-4,-15,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21622,VINTAGE UNION JACK CUSHION COVER,4.95,-4,-19.8,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,21523,DOORMAT FANCY FONT HOME SWEET HOME,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48194,DOORMAT HEARTS,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48188,DOORMAT WELCOME PUPPIES,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48187,DOORMAT NEW ENGLAND,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48185,DOORMAT FAIRY CAKE,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48184,DOORMAT ENGLISH ROSE ,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48138,DOORMAT UNION FLAG,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48129,DOORMAT TOPIARY,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,48111,DOORMAT 3 SMILEY CATS,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22990,COTTON APRON PANTRY DESIGN,4.95,-2,-9.9,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22980,PANTRY SCRUBBING BRUSH,1.65,-12,-19.8,Low,Medium,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22979,PANTRY WASHING UP BRUSH,1.45,-12,-17.4,Low,Medium,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22960,JAM MAKING SET WITH JARS,4.25,-6,-25.5,Low,Medium,Medium,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22846,BREAD BIN DINER STYLE RED ,16.95,-1,-16.95,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22842,BISCUIT TIN VINTAGE RED,6.75,-2,-13.5,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22840,ROUND CAKE TIN VINTAGE RED,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22760,"TRAY, BREAKFAST IN BED",12.75,-1,-12.75,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3.95,-4,-15.8,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,4.95,-3,-14.85,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22692,DOORMAT WELCOME TO OUR HOME,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22691,DOORMAT WELCOME SUNRISE,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22690,DOORMAT HOME SWEET HOME BLUE ,7.95,-2,-15.9,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22626,BLACK KITCHEN SCALES,8.5,-2,-17,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22625,RED KITCHEN SCALES,8.5,-2,-17,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22624,IVORY KITCHEN SCALES,8.5,-2,-17,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22457,NATURAL SLATE HEART CHALKBOARD ,2.95,-6,-17.7,Low,Medium,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22456,NATURAL SLATE CHALKBOARD LARGE ,4.95,-3,-14.85,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22430,ENAMEL WATERING CAN CREAM,4.95,-4,-19.8,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22429,ENAMEL MEASURING JUG CREAM,4.25,-4,-17,Low,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548460,22427,ENAMEL FLOWER JUG CREAM,5.95,-3,-17.85,Medium,Low,Low,-186,16801,United Kingdom,3/31/2011,31,March,2011,Thursday,11,Spring,FALSE,FALSE
C548462,D,Discount,14.52,-1,-14.52,Medium,Low,Low,-1,14527,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548463,82483,WOOD 2 DRAWER CABINET WHITE FINISH,5.95,-18,-107.1,Medium,Medium,High,-64,13225,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,FALSE
C548463,82483,WOOD 2 DRAWER CABINET WHITE FINISH,5.95,-46,-273.7,Medium,High,High,-64,13225,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,FALSE
C548464,22846,BREAD BIN DINER STYLE RED ,14.95,-3,-44.85,Medium,Low,Medium,-3,13043,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,FALSE
C548465,22776,SWEETHEART CAKESTAND 3 TIER,8.5,-23,-195.5,Medium,High,High,-23,17526,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548467,22617,BAKING SET SPACEBOY DESIGN,4.95,-2,-9.9,Low,Low,Low,-4,16619,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,FALSE
C548467,22502,PICNIC BASKET WICKER SMALL,5.95,-2,-11.9,Medium,Low,Low,-4,16619,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,FALSE
C548469,22624,IVORY KITCHEN SCALES,7.65,-4,-30.6,Medium,Low,Medium,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,21528,DAIRY MAID TRADITIONAL TEAPOT ,5.95,-2,-11.9,Medium,Low,Low,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,21534,DAIRY MAID LARGE MILK JUG,4.95,-1,-4.95,Low,Low,Very Low,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,21781,MA CAMPAGNE CUTLERY BOX,12.75,-7,-89.25,Medium,Medium,Medium,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,21843,RED RETROSPOT CAKE STAND,9.95,-1,-9.95,Medium,Low,Low,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,M,Manual,12.75,-1,-12.75,Medium,Low,Low,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,21258,VICTORIAN SEWING BOX LARGE,12.75,-4,-51,Medium,Low,Medium,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,22207,FRYING PAN UNION FLAG,4.25,-1,-4.25,Low,Low,Very Low,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,M,Manual,10.95,-2,-21.9,Medium,Low,Medium,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,22625,RED KITCHEN SCALES,7.65,-2,-15.3,Medium,Low,Low,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548469,22627,MINT KITCHEN SCALES,0.76,-1,-0.76,Very Low,Low,Very Low,-30,14543,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548471,22776,SWEETHEART CAKESTAND 3 TIER,9.95,-1,-9.95,Medium,Low,Low,-1,14267,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548485,22699,ROSES REGENCY TEACUP AND SAUCER ,2.95,-1,-2.95,Low,Low,Very Low,-3,14051,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548485,22698,PINK REGENCY TEACUP AND SAUCER,2.95,-2,-5.9,Low,Low,Low,-3,14051,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548487,22798,ANTIQUE GLASS DRESSING TABLE POT,2.95,-1,-2.95,Low,Low,Very Low,-10,14952,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548487,22667,RECIPE BOX RETROSPOT ,2.95,-1,-2.95,Low,Low,Very Low,-10,14952,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548487,22637,PIGGY BANK RETROSPOT ,2.55,-8,-20.4,Low,Medium,Medium,-10,14952,United Kingdom,3/31/2011,31,March,2011,Thursday,12,Spring,FALSE,TRUE
C548488,22891,TEA FOR ONE POLKADOT,4.25,-1,-4.25,Low,Low,Very Low,-1,16638,United Kingdom,3/31/2011,31,March,2011,Thursday,13,Spring,FALSE,FALSE
C548495,21528,DAIRY MAID TRADITIONAL TEAPOT ,6.95,-1,-6.95,Medium,Low,Low,-3,17075,United Kingdom,3/31/2011,31,March,2011,Thursday,13,Spring,FALSE,FALSE
C548495,21527,RED RETROSPOT TRADITIONAL TEAPOT ,7.95,-1,-7.95,Medium,Low,Low,-3,17075,United Kingdom,3/31/2011,31,March,2011,Thursday,13,Spring,FALSE,FALSE
C548495,71038,WHITE HANGING BEADS CANDLE HOLDER,5.45,-1,-5.45,Medium,Low,Low,-3,17075,United Kingdom,3/31/2011,31,March,2011,Thursday,13,Spring,FALSE,FALSE
C548503,22072,RED RETROSPOT TEA CUP AND SAUCER ,3.75,-1,-3.75,Low,Low,Very Low,-7,14410,United Kingdom,3/31/2011,31,March,2011,Thursday,14,Spring,FALSE,TRUE
C548503,21539,RED RETROSPOT BUTTER DISH,4.95,-1,-4.95,Low,Low,Very Low,-7,14410,United Kingdom,3/31/2011,31,March,2011,Thursday,14,Spring,FALSE,TRUE
C548503,22070,SMALL RED RETROSPOT MUG IN BOX ,3.75,-1,-3.75,Low,Low,Very Low,-7,14410,United Kingdom,3/31/2011,31,March,2011,Thursday,14,Spring,FALSE,TRUE
C548503,22071,SMALL WHITE RETROSPOT MUG IN BOX ,3.75,-2,-7.5,Low,Low,Low,-7,14410,United Kingdom,3/31/2011,31,March,2011,Thursday,14,Spring,FALSE,TRUE
C548503,22649,STRAWBERRY FAIRY CAKE TEAPOT,4.95,-2,-9.9,Low,Low,Low,-7,14410,United Kingdom,3/31/2011,31,March,2011,Thursday,14,Spring,FALSE,TRUE
C548508,23176,ABC TREASURE BOOK BOX ,2.25,-1,-2.25,Low,Low,Very Low,-1,14189,United Kingdom,3/31/2011,31,March,2011,Thursday,14,Spring,FALSE,TRUE
C548513,85123A,WHITE HANGING HEART T-LIGHT HOLDER,2.55,-8,-20.4,Low,Medium,Medium,-8,13777,United Kingdom,3/31/2011,31,March,2011,Thursday,15,Spring,FALSE,TRUE
C548532,84406B,CREAM CUPID HEARTS COAT HANGER,4.15,-24,-99.6,Low,High,Medium,-216,14031,United Kingdom,3/31/2011,31,March,2011,Thursday,17,Spring,FALSE,TRUE
C548532,22423,REGENCY CAKESTAND 3 TIER,10.95,-48,-525.6,Medium,High,Very High,-216,14031,United Kingdom,3/31/2011,31,March,2011,Thursday,17,Spring,FALSE,TRUE
C548532,82482,WOODEN PICTURE FRAME WHITE FINISH,2.55,-24,-61.2,Low,High,Medium,-216,14031,United Kingdom,3/31/2011,31,March,2011,Thursday,17,Spring,FALSE,TRUE
C548532,82494L,WOODEN FRAME ANTIQUE WHITE ,2.55,-96,-244.8,Low,Very High,High,-216,14031,United Kingdom,3/31/2011,31,March,2011,Thursday,17,Spring,FALSE,TRUE
C548532,21843,RED RETROSPOT CAKE STAND,9.95,-24,-238.8,Medium,High,High,-216,14031,United Kingdom,3/31/2011,31,March,2011,Thursday,17,Spring,FALSE,TRUE
C548543,84949,SILVER HANGING T-LIGHT HOLDER,1.65,-2,-3.3,Low,Low,Very Low,-14,14525,United Kingdom,3/31/2011,31,March,2011,Thursday,18,Spring,FALSE,TRUE
C548543,M,Manual,3.75,-12,-45,Low,Medium,Medium,-14,14525,United Kingdom,3/31/2011,31,March,2011,Thursday,18,Spring,FALSE,TRUE
C548564,20750,RED RETROSPOT MINI CASES,7.95,-1,-7.95,Medium,Low,Low,-1,12616,France,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548573,22762,CUPBOARD 3 DRAWER MA CAMPAGNE,12.75,-8,-102,Medium,Medium,High,-8,15045,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,FALSE
C548576,84632,DECORATIVE HANGING SHELVING UNIT,59.95,-1,-59.95,High,Low,Medium,-3,15696,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548576,22487,WHITE WOOD GARDEN PLANT LADDER,9.95,-1,-9.95,Medium,Low,Low,-3,15696,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548576,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,4.25,-1,-4.25,Low,Low,Very Low,-3,15696,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548577,21154,RED RETROSPOT OVEN GLOVE ,1.06,-200,-212,Low,Very High,High,-632,13694,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548577,21873,IF YOU CAN'T STAND THE HEAT MUG,1.06,-72,-76.32,Low,Very High,Medium,-632,13694,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548577,22659,LUNCH BOX I LOVE LONDON,1.65,-64,-105.6,Low,Very High,High,-632,13694,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548577,21155,RED RETROSPOT PEG BAG,2.1,-200,-420,Low,Very High,High,-632,13694,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548577,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1.25,-96,-120,Low,Very High,High,-632,13694,United Kingdom,4/1/2011,1,April,2011,Friday,10,Spring,FALSE,TRUE
C548607,22637,PIGGY BANK RETROSPOT ,2.55,-1,-2.55,Low,Low,Very Low,-1,16700,United Kingdom,4/1/2011,1,April,2011,Friday,11,Spring,FALSE,TRUE
C548609,21277,FRENCH STYLE EMBOSSED HEART CABINET,21.95,-1,-21.95,High,Low,Medium,-1,15589,United Kingdom,4/1/2011,1,April,2011,Friday,11,Spring,FALSE,FALSE
C548625,21463,MIRRORED DISCO BALL ,5.95,-2,-11.9,Medium,Low,Low,-2,13078,United Kingdom,4/1/2011,1,April,2011,Friday,12,Spring,FALSE,TRUE
C548626,22193,RED DINER WALL CLOCK,8.5,-1,-8.5,Medium,Low,Low,-1,15622,United Kingdom,4/1/2011,1,April,2011,Friday,12,Spring,FALSE,TRUE
C548628,21820,GLITTER HEART GARLAND WITH BELLS ,3.75,-6,-22.5,Low,Medium,Medium,-6,13184,United Kingdom,4/1/2011,1,April,2011,Friday,12,Spring,FALSE,TRUE
C548647,37449,CERAMIC CAKE STAND + HANGING CAKES,9.95,-3,-29.85,Medium,Low,Medium,-3,12888,United Kingdom,4/1/2011,1,April,2011,Friday,13,Spring,FALSE,TRUE
C548667,22231,JIGSAW TREE WITH BIRDHOUSE,1.45,-15,-21.75,Low,Medium,Medium,-39,12781,Czech Republic,4/1/2011,1,April,2011,Friday,15,Spring,FALSE,TRUE
C548667,84459A,PINK METAL CHICKEN HEART ,1.49,-24,-35.76,Low,High,Medium,-39,12781,Czech Republic,4/1/2011,1,April,2011,Friday,15,Spring,FALSE,TRUE
C548695,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6.95,-1,-6.95,Medium,Low,Low,-3,17243,United Kingdom,4/3/2011,3,April,2011,Sunday,10,Spring,FALSE,TRUE
C548695,82486,WOOD S/3 CABINET ANT WHITE FINISH,8.95,-1,-8.95,Medium,Low,Low,-3,17243,United Kingdom,4/3/2011,3,April,2011,Sunday,10,Spring,FALSE,TRUE
C548695,37449,CERAMIC CAKE STAND + HANGING CAKES,9.95,-1,-9.95,Medium,Low,Low,-3,17243,United Kingdom,4/3/2011,3,April,2011,Sunday,10,Spring,FALSE,TRUE
C548713,22181,SNOWSTORM PHOTO FRAME FRIDGE MAGNET,0.85,-3,-2.55,Very Low,Low,Very Low,-16,17337,United Kingdom,4/3/2011,3,April,2011,Sunday,14,Spring,FALSE,TRUE
C548713,22087,PAPER BUNTING WHITE LACE,2.95,-12,-35.4,Low,Medium,Medium,-16,17337,United Kingdom,4/3/2011,3,April,2011,Sunday,14,Spring,FALSE,TRUE
C548713,21877,HOME SWEET HOME MUG,1.25,-1,-1.25,Low,Low,Very Low,-16,17337,United Kingdom,4/3/2011,3,April,2011,Sunday,14,Spring,FALSE,TRUE
C548717,22418,10 COLOUR SPACEBOY PEN,0.85,-24,-20.4,Very Low,High,Medium,-24,16297,United Kingdom,4/4/2011,4,April,2011,Monday,8,Spring,FALSE,TRUE
C548721,21714,CITRONELLA CANDLE GARDEN POT,1.25,-4,-5,Low,Low,Very Low,-6,12957,United Kingdom,4/4/2011,4,April,2011,Monday,8,Spring,FALSE,TRUE
C548721,21713,CITRONELLA CANDLE FLOWERPOT,2.1,-2,-4.2,Low,Low,Very Low,-6,12957,United Kingdom,4/4/2011,4,April,2011,Monday,8,Spring,FALSE,TRUE
C548722,22960,JAM MAKING SET WITH JARS,4.25,-2,-8.5,Low,Low,Low,-2,13481,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548723,72741,GRAND CHOCOLATECANDLE,1.45,-3,-4.35,Low,Low,Very Low,-7,15874,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548723,20830,SILVER PHOTO FRAME,2.1,-1,-2.1,Low,Low,Very Low,-7,15874,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548723,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,-1,-0.65,Very Low,Low,Very Low,-7,15874,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548723,82482,WOODEN PICTURE FRAME WHITE FINISH,2.55,-1,-2.55,Low,Low,Very Low,-7,15874,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548723,85063,CREAM SWEETHEART MAGAZINE RACK,16.95,-1,-16.95,Medium,Low,Low,-7,15874,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548724,22690,DOORMAT HOME SWEET HOME BLUE ,7.95,-2,-15.9,Medium,Low,Low,-2,15632,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548727,22325,MOBILE VINTAGE HEARTS ,4.95,-2,-9.9,Low,Low,Low,-4,17725,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548727,85159A,"BLACK TEA,COFFEE,SUGAR JARS",1.95,-2,-3.9,Low,Low,Very Low,-4,17725,United Kingdom,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548729,22232,JIGSAW TOADSTOOLS 3 PIECE,1.65,-8,-13.2,Low,Medium,Low,-8,12434,Australia,4/4/2011,4,April,2011,Monday,9,Spring,FALSE,TRUE
C548731,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,2.55,-624,-1591.2,Low,Very High,Very High,-624,12755,Japan,4/4/2011,4,April,2011,Monday,10,Spring,FALSE,TRUE
C548738,22302,COFFEE MUG PEARS  DESIGN,2.55,-6,-15.3,Low,Medium,Low,-12,14711,United Kingdom,4/4/2011,4,April,2011,Monday,11,Spring,FALSE,FALSE
C548738,22303,COFFEE MUG APPLES DESIGN,2.55,-6,-15.3,Low,Medium,Low,-12,14711,United Kingdom,4/4/2011,4,April,2011,Monday,11,Spring,FALSE,FALSE
C548748,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,0.65,-16,-10.4,Very Low,Medium,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,22960,JAM MAKING SET WITH JARS,4.25,-6,-25.5,Low,Medium,Medium,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,22722,SET OF 6 SPICE TINS PANTRY DESIGN,3.95,-4,-15.8,Low,Low,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,22666,RECIPE BOX PANTRY YELLOW DESIGN,2.95,-6,-17.7,Low,Medium,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,22654,DELUXE SEWING KIT ,5.95,-6,-35.7,Medium,Medium,Medium,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,22423,REGENCY CAKESTAND 3 TIER,12.75,-8,-102,Medium,Medium,High,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,22178,VICTORIAN GLASS HANGING T-LIGHT,1.25,-12,-15,Low,Medium,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,22149,FELTCRAFT 6 FLOWER FRIENDS,2.1,-6,-12.6,Low,Medium,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,21937,STRAWBERRY   PICNIC BAG,2.95,-5,-14.75,Low,Medium,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,21931,JUMBO STORAGE BAG SUKI,2.08,-10,-20.8,Low,Medium,Medium,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,21212,PACK OF 72 RETROSPOT CAKE CASES,0.55,-24,-13.2,Very Low,High,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548748,21172,PARTY METAL SIGN ,1.45,-12,-17.4,Low,Medium,Low,-115,15223,United Kingdom,4/4/2011,4,April,2011,Monday,12,Spring,FALSE,FALSE
C548830,M,Manual,162.6,-1,-162.6,Very High,Low,High,-4,12744,Singapore,4/4/2011,4,April,2011,Monday,13,Spring,FALSE,TRUE
C548830,M,Manual,2382.92,-1,-2382.92,Very High,Low,Very High,-4,12744,Singapore,4/4/2011,4,April,2011,Monday,13,Spring,FALSE,TRUE
C548830,M,Manual,239.3,-1,-239.3,Very High,Low,High,-4,12744,Singapore,4/4/2011,4,April,2011,Monday,13,Spring,FALSE,TRUE
C548830,M,Manual,1252.95,-1,-1252.95,Very High,Low,Very High,-4,12744,Singapore,4/4/2011,4,April,2011,Monday,13,Spring,FALSE,TRUE
C548834,M,Manual,2053.07,-1,-2053.07,Very High,Low,Very High,-1,12744,Singapore,4/4/2011,4,April,2011,Monday,13,Spring,FALSE,TRUE
C548851,82483,WOOD 2 DRAWER CABINET WHITE FINISH,5.95,-1,-5.95,Medium,Low,Low,-12,15311,United Kingdom,4/4/2011,4,April,2011,Monday,13,Spring,FALSE,TRUE
C548851,21313,GLASS HEART T-LIGHT HOLDER ,0.64,-1,-0.64,Very Low,Low,Very Low,-12,15311,United Kingdom,4/4/2011,4,April,2011,Monday,13,Spring,FALSE,TRUE
